Epoch	Test Accuracy	Min Index	Selected Indices
0	31.250	1.749	NA	NA
1	39.200	1.427	NA	NA
2	44.260	1.243	NA	NA
3	46.040	1.101	NA	NA
4	48.020	1.042	NA	NA
5	48.510	0.973	NA	NA
6	48.450	0.976	NA	NA
7	49.210	1.038	NA	NA
8	48.870	0.998	NA	NA
9	48.760	0.933	NA	NA
10	43.210	0.976	1	4,14,23,5,12,11,13,16,3,17,1
11	31.830	1.032	1	23,14,8,1,20,6,10,7,9,19,2
12	16.810	1.219	4	4,6,11,22,20,13,23,12,14,8,16
13	9.050	1.276	0	12,5,20,22,3,23,0,24,4,19,21
14	9.540	1.592	0	5,0,21,7,14,12,4,17,1,22,11
15	10.000	1.744	6	19,16,22,9,18,10,23,24,11,15,6
16	10.000	2.083	1	24,1,3,9,20,13,8,7,19,15,14
17	10.000	2.275	1	18,8,4,1,24,10,5,21,23,3,11
18	10.000	2.403	0	1,19,7,9,16,23,6,11,10,14,0
19	10.000	2.507	1	22,3,15,6,16,23,21,1,12,19,18
20	10.000	2.660	0	21,22,4,19,20,15,17,1,14,5,0
21	10.000	2.883	8	15,1,6,7,5,3,23,4,22,2,18
22	10.000	2.431	1	8,2,22,12,1,17,13,15,14,10,11
23	10.000	2.914	1	14,16,6,19,18,8,13,4,22,20,1
24	10.000	3.096	9	19,8,12,23,3,6,7,1,22,21,0
25	10.000	2.766	0	8,9,1,0,17,23,7,12,21,2,3
26	10.000	2.983	0	9,20,23,22,0,2,18,11,10,14,21
27	10.000	3.234	9	23,5,2,0,19,11,17,4,24,21,10
28	10.000	2.865	0	23,0,22,10,16,12,5,19,17,14,3
29	10.000	3.284	24	6,5,19,18,17,8,2,14,4,13,9
30	10.000	2.937	1	18,16,3,20,9,4,22,7,1,12,15
31	10.000	3.217	0	14,13,22,11,2,20,1,24,23,0,9
32	10.000	3.450	12	4,15,3,2,9,22,17,24,18,16,21
33	10.000	2.984	3	11,23,18,12,3,15,10,20,19,9,17
34	10.000	3.308	0	23,11,7,1,0,22,16,3,2,4,19
35	10.000	3.660	4	20,1,15,11,16,22,6,19,23,8,0
36	10.000	3.057	0	19,16,23,3,5,1,18,7,14,0,24
37	10.000	3.558	3	7,11,10,3,20,9,21,19,17,14,15
38	10.000	3.717	11	19,6,10,2,5,22,4,23,13,21,1
39	10.000	3.286	0	10,19,6,24,8,4,3,14,0,22,17
40	10.000	3.788	22	16,5,15,19,1,17,14,11,0,2,7
41	10.000	3.324	1	1,13,12,4,6,23,5,20,8,16,3
42	10.000	3.570	0	9,12,23,8,10,0,21,7,16,5,19
43	10.000	3.886	12	21,13,2,11,3,5,15,24,6,7,16
44	10.000	3.425	0	0,14,10,1,8,15,21,2,11,18,23
45	10.000	3.817	5	20,8,18,14,22,19,9,17,12,11,5
46	10.000	4.033	2	5,4,24,10,15,12,13,7,20,3,8
47	10.000	3.478	0	6,5,2,7,22,0,8,15,21,10,24
48	10.000	3.920	0	22,1,19,8,15,11,10,2,16,9,13
49	10.000	3.511	0	19,23,5,11,9,7,12,13,1,0,4
